Tiempo (s),SUR→NORTE - 0,SUR→NORTE - Auto,SUR→NORTE - Bus,SUR→NORTE - Camion,SUR→NORTE - Camioneta,SUR→NORTE - Coaster,SUR→NORTE - Combi,SUR→NORTE - Moto,SUR→NORTE - MotoTaxi,SUR→NORTE - TrailerM,SUR→NORTE - TrailerX,NORTE→SUR - 0,NORTE→SUR - Auto,NORTE→SUR - Bus,NORTE→SUR - Camion,NORTE→SUR - Camioneta,NORTE→SUR - Coaster,NORTE→SUR - Combi,NORTE→SUR - Moto,NORTE→SUR - MotoTaxi,NORTE→SUR - TrailerM,NORTE→SUR - TrailerX,ESTE→OESTE - 0,ESTE→OESTE - Auto,ESTE→OESTE - Bus,ESTE→OESTE - Camion,ESTE→OESTE - Camioneta,ESTE→OESTE - Coaster,ESTE→OESTE - Combi,ESTE→OESTE - Moto,ESTE→OESTE - MotoTaxi,ESTE→OESTE - TrailerM,ESTE→OESTE - TrailerX,OESTE→ESTE - 0,OESTE→ESTE - Auto,OESTE→ESTE - Bus,OESTE→ESTE - Camion,OESTE→ESTE - Camioneta,OESTE→ESTE - Coaster,OESTE→ESTE - Combi,OESTE→ESTE - Moto,OESTE→ESTE - MotoTaxi,OESTE→ESTE - TrailerM,OESTE→ESTE - TrailerX
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
